ledger_id,registered_at,outbreak_id,public_question,source_geography,target_geography,horizon_days,resolution_date,resolution_source_policy,geography_class,forecast_type,public_value_or_tier,control_role,status,resolved_value,score_after_resolution,notes,commitment_hash
bdbv-2026-cal-001,2026-05-20,bdbv-uga-cod-2026,"By the resolution date, does public authority reporting identify a BDBV-related case or response signal for kampala-uga in relation to the 2026 DRC/Uganda outbreak corridor from bunia?",bunia,kampala-uga,30,2026-06-19,"Resolve from public MOH, WHO, Africa CDC, CDC, ECDC, INRB, or other cited public authority reporting available by the resolution date; unresolved or ambiguous public evidence remains open until documented review.",unspecified,corridor_watch_commitment,registered_watch,watch_commitment,open,,,initial public calibration commitment,c3b921aeb698f05e4d0af8554c8a397a58f61e2add2b8b48e8df91c34bab4145
